Store;DayOfWeek;Date;Sales;Customers;Open;Promo;StateHoliday;SchoolHoliday
1;4;07/08/2014;4154;480;1;1;0;1
1;5;08/08/2014;4451;503;1;1;0;1
1;6;09/08/2014;4174;504;1;0;0;1
1;7;10/08/2014;0;0;0;0;0;1
1;1;11/08/2014;3886;505;1;0;0;1
1;2;12/08/2014;3185;421;1;0;0;1
1;3;13/08/2014;4069;496;1;0;0;1
1;4;14/08/2014;3906;481;1;0;0;1
1;5;15/08/2014;3746;479;1;0;0;1
1;6;16/08/2014;4425;544;1;0;0;1
1;7;17/08/2014;0;0;0;0;0;1
1;1;18/08/2014;5623;598;1;1;0;1
1;2;19/08/2014;5190;528;1;1;0;1
1;3;20/08/2014;4280;467;1;1;0;1
1;4;21/08/2014;4327;484;1;1;0;1
1;5;22/08/2014;3971;461;1;1;0;1
1;6;23/08/2014;3582;469;1;0;0;1
1;7;24/08/2014;0;0;0;0;0;1
1;1;25/08/2014;3414;449;1;0;0;1
1;2;26/08/2014;3396;460;1;0;0;1
1;3;27/08/2014;3148;421;1;0;0;1
1;4;28/08/2014;3920;467;1;0;0;1
1;5;29/08/2014;3869;439;1;0;0;1
1;6;30/08/2014;4094;518;1;0;0;1
1;7;31/08/2014;0;0;0;0;0;1
1;1;01/09/2014;5464;561;1;1;0;1
1;2;02/09/2014;5008;564;1;1;0;1
1;3;03/09/2014;4978;539;1;1;0;1
1;4;04/09/2014;4346;507;1;1;0;1
1;5;05/09/2014;4706;553;1;1;0;1
1;6;06/09/2014;3959;515;1;0;0;0
1;7;07/09/2014;0;0;0;0;0;0
1;1;08/09/2014;3676;530;1;0;0;0
1;2;09/09/2014;3377;439;1;0;0;0
1;3;10/09/2014;3275;448;1;0;0;0
1;4;11/09/2014;3392;437;1;0;0;0
1;5;12/09/2014;3906;501;1;0;0;0
1;6;13/09/2014;4270;508;1;0;0;0
1;7;14/09/2014;0;0;0;0;0;0
1;1;15/09/2014;4611;545;1;1;0;0
1;2;16/09/2014;4381;511;1;1;0;0
1;3;17/09/2014;4383;490;1;1;0;0
1;4;18/09/2014;3740;447;1;1;0;0
1;5;19/09/2014;4128;485;1;1;0;0
1;6;20/09/2014;3911;500;1;0;0;0
1;7;21/09/2014;0;0;0;0;0;0
1;1;22/09/2014;3982;466;1;0;0;0
1;2;23/09/2014;3407;437;1;0;0;0
1;3;24/09/2014;3405;465;1;0;0;0
1;4;25/09/2014;2462;378;1;0;0;0
1;5;26/09/2014;3518;442;1;0;0;0
1;6;27/09/2014;3914;464;1;0;0;0
1;7;28/09/2014;0;0;0;0;0;0
1;1;29/09/2014;5280;566;1;1;0;0
1;2;30/09/2014;4919;550;1;1;0;0
1;3;01/10/2014;4712;554;1;1;0;0
1;4;02/10/2014;5400;601;1;1;0;0
1;5;03/10/2014;0;0;0;1;a;0
1;6;04/10/2014;5355;621;1;0;0;0
1;7;05/10/2014;0;0;0;0;0;0
1;1;06/10/2014;5402;608;1;1;0;0
1;2;07/10/2014;5439;556;1;1;0;0
1;3;08/10/2014;4944;518;1;1;0;0
1;4;09/10/2014;4654;527;1;1;0;0
1;5;10/10/2014;4396;539;1;1;0;0
1;6;11/10/2014;4743;557;1;0;0;0
1;7;12/10/2014;0;0;0;0;0;0
1;1;13/10/2014;4033;492;1;0;0;0
1;2;14/10/2014;3681;476;1;0;0;0
1;3;15/10/2014;3775;451;1;0;0;0
1;4;16/10/2014;3430;436;1;0;0;0
1;5;17/10/2014;3720;500;1;0;0;0
1;6;18/10/2014;4169;497;1;0;0;0
1;7;19/10/2014;0;0;0;0;0;0
1;1;20/10/2014;4652;560;1;1;0;1
1;2;21/10/2014;4678;547;1;1;0;1
1;3;22/10/2014;4868;566;1;1;0;1
1;4;23/10/2014;4466;476;1;1;0;1
1;5;24/10/2014;4196;495;1;1;0;1
1;6;25/10/2014;4596;539;1;0;0;1
1;7;26/10/2014;0;0;0;0;0;1
1;1;27/10/2014;4260;475;1;0;0;1
1;2;28/10/2014;3364;439;1;0;0;1
1;3;29/10/2014;3761;449;1;0;0;1
1;4;30/10/2014;4042;492;1;0;0;1
1;5;31/10/2014;4161;512;1;0;0;1
1;6;01/11/2014;6532;731;1;0;0;0
1;7;02/11/2014;0;0;0;0;0;0
1;1;03/11/2014;5857;625;1;1;0;0
1;2;04/11/2014;5253;586;1;1;0;0
1;3;05/11/2014;4838;539;1;1;0;0
1;4;06/11/2014;4785;527;1;1;0;0
1;5;07/11/2014;5220;582;1;1;0;0
1;6;08/11/2014;4720;546;1;0;0;0
1;7;09/11/2014;0;0;0;0;0;0
1;1;10/11/2014;5474;578;1;1;0;0
1;2;11/11/2014;4479;555;1;1;0;0
1;3;12/11/2014;4677;533;1;1;0;0
1;4;13/11/2014;3869;471;1;1;0;0
1;5;14/11/2014;5334;603;1;1;0;0
1;6;15/11/2014;4967;614;1;0;0;0
1;7;16/11/2014;0;0;0;0;0;0
1;1;17/11/2014;3582;491;1;0;0;0
1;2;18/11/2014;3890;529;1;0;0;0
1;3;19/11/2014;3894;494;1;0;0;0
1;4;20/11/2014;4963;635;1;0;0;0
1;5;21/11/2014;4594;570;1;0;0;0
1;6;22/11/2014;5849;678;1;0;0;0
1;7;23/11/2014;0;0;0;0;0;0
1;1;24/11/2014;6527;694;1;1;0;0
1;2;25/11/2014;5815;610;1;1;0;0
1;3;26/11/2014;5328;611;1;1;0;0
1;4;27/11/2014;6144;668;1;1;0;0
1;5;28/11/2014;7195;711;1;1;0;0
1;6;29/11/2014;7066;749;1;0;0;0
1;7;30/11/2014;0;0;0;0;0;0
1;1;01/12/2014;7380;723;1;1;0;0
1;2;02/12/2014;6467;717;1;1;0;0
1;3;03/12/2014;6454;695;1;1;0;0
1;4;04/12/2014;7016;681;1;1;0;0
1;5;05/12/2014;6207;712;1;1;0;0
1;6;06/12/2014;6185;746;1;0;0;0
1;7;07/12/2014;0;0;0;0;0;0
1;1;08/12/2014;4884;610;1;0;0;0
1;2;09/12/2014;4345;559;1;0;0;0
1;3;10/12/2014;4915;619;1;0;0;0
1;4;11/12/2014;5060;587;1;0;0;0
1;5;12/12/2014;5269;617;1;0;0;0
1;6;13/12/2014;7263;850;1;0;0;0
1;7;14/12/2014;0;0;0;0;0;0
1;1;15/12/2014;8069;871;1;1;0;0
1;2;16/12/2014;7739;823;1;1;0;0
1;3;17/12/2014;7523;791;1;1;0;0
1;4;18/12/2014;7785;841;1;1;0;0
1;5;19/12/2014;7558;884;1;1;0;0
1;6;20/12/2014;8367;962;1;0;0;0
1;7;21/12/2014;0;0;0;0;0;0
1;1;22/12/2014;9331;1080;1;0;0;1
1;2;23/12/2014;7959;957;1;0;0;1
1;3;24/12/2014;3659;421;1;0;0;1
1;4;25/12/2014;0;0;0;0;c;1
1;5;26/12/2014;0;0;0;0;c;1
1;6;27/12/2014;6057;684;1;0;0;1
1;7;28/12/2014;0;0;0;0;0;1
1;1;29/12/2014;6463;700;1;0;0;1
1;2;30/12/2014;6466;703;1;0;0;1
1;3;31/12/2014;2605;327;1;0;0;1
1;4;01/01/2015;0;0;0;0;a;1
1;5;02/01/2015;5509;657;1;0;0;1
1;6;03/01/2015;5023;645;1;0;0;1
1;7;04/01/2015;0;0;0;0;0;1
1;1;05/01/2015;6239;712;1;1;0;1
1;2;06/01/2015;4574;595;1;1;0;1
1;3;07/01/2015;4796;603;1;1;0;1
1;4;08/01/2015;3716;457;1;1;0;1
1;5;09/01/2015;3998;494;1;1;0;1
1;6;10/01/2015;4599;566;1;0;0;0
1;7;11/01/2015;0;0;0;0;0;0
1;1;12/01/2015;5346;590;1;1;0;0
1;2;13/01/2015;4924;564;1;1;0;0
1;3;14/01/2015;4541;545;1;1;0;0
1;4;15/01/2015;4295;517;1;1;0;0
1;5;16/01/2015;4161;524;1;1;0;0
1;6;17/01/2015;5255;622;1;0;0;0
1;7;18/01/2015;0;0;0;0;0;0
1;1;19/01/2015;3721;480;1;0;0;0
1;2;20/01/2015;3680;462;1;0;0;0
1;3;21/01/2015;3299;460;1;0;0;0
1;4;22/01/2015;3492;493;1;0;0;0
1;5;23/01/2015;3586;489;1;0;0;0
1;6;24/01/2015;4840;600;1;0;0;0
1;7;25/01/2015;0;0;0;0;0;0
1;1;26/01/2015;4781;566;1;1;0;0
1;2;27/01/2015;4806;532;1;1;0;0
1;3;28/01/2015;4310;537;1;1;0;0
1;4;29/01/2015;5171;573;1;1;0;0
1;5;30/01/2015;5577;616;1;1;0;0
1;6;31/01/2015;5363;638;1;0;0;0
1;7;01/02/2015;0;0;0;0;0;0
1;1;02/02/2015;6038;669;1;1;0;0
1;2;03/02/2015;4901;596;1;1;0;0
1;3;04/02/2015;4672;544;1;1;0;0
1;4;05/02/2015;4394;551;1;1;0;0
1;5;06/02/2015;5022;604;1;1;0;0
1;6;07/02/2015;4663;599;1;0;0;0
1;7;08/02/2015;0;0;0;0;0;0
1;1;09/02/2015;3965;501;1;0;0;0
1;2;10/02/2015;3136;419;1;0;0;0
1;3;11/02/2015;3735;501;1;0;0;0
1;4;12/02/2015;3900;477;1;0;0;0
1;5;13/02/2015;4726;630;1;0;0;0
1;6;14/02/2015;5015;624;1;0;0;0
1;7;15/02/2015;0;0;0;0;0;0
1;1;16/02/2015;4303;478;1;1;0;0
1;2;17/02/2015;4833;512;1;1;0;0
1;3;18/02/2015;4180;509;1;1;0;0
1;4;19/02/2015;4460;507;1;1;0;0
1;5;20/02/2015;4651;548;1;1;0;0
1;6;21/02/2015;4475;547;1;0;0;0
1;7;22/02/2015;0;0;0;0;0;0
1;1;23/02/2015;3598;454;1;0;0;0
1;2;24/02/2015;4054;500;1;0;0;0
1;3;25/02/2015;3875;512;1;0;0;0
1;4;26/02/2015;4042;489;1;0;0;0
1;5;27/02/2015;4708;542;1;0;0;0
1;6;28/02/2015;5289;640;1;0;0;0
1;7;01/03/2015;0;0;0;0;0;0
1;1;02/03/2015;5942;669;1;1;0;0
1;2;03/03/2015;5451;576;1;1;0;0
1;3;04/03/2015;5568;597;1;1;0;0
1;4;05/03/2015;4419;534;1;1;0;0
1;5;06/03/2015;5397;579;1;1;0;0
1;6;07/03/2015;4592;570;1;0;0;0
1;7;08/03/2015;0;0;0;0;0;0
1;1;09/03/2015;3701;485;1;0;0;0
1;2;10/03/2015;3805;491;1;0;0;0
1;3;11/03/2015;4170;521;1;0;0;0
1;4;12/03/2015;3141;405;1;0;0;0
1;5;13/03/2015;3725;493;1;0;0;0
1;6;14/03/2015;5225;599;1;0;0;0
1;7;15/03/2015;0;0;0;0;0;0
1;1;16/03/2015;5695;605;1;1;0;0
1;2;17/03/2015;4806;555;1;1;0;0
1;3;18/03/2015;3858;504;1;1;0;0
1;4;19/03/2015;4748;535;1;1;0;0
1;5;20/03/2015;4057;472;1;1;0;0
1;6;21/03/2015;3909;506;1;0;0;0
1;7;22/03/2015;0;0;0;0;0;0
1;1;23/03/2015;3565;495;1;0;0;0
1;2;24/03/2015;3547;464;1;0;0;0
1;3;25/03/2015;3531;447;1;0;0;0
1;4;26/03/2015;3932;490;1;0;0;0
1;5;27/03/2015;4005;529;1;0;0;0
1;6;28/03/2015;5208;605;1;0;0;0
1;7;29/03/2015;0;0;0;0;0;0
1;1;30/03/2015;6714;697;1;1;0;1
1;2;31/03/2015;6206;589;1;1;0;1
1;3;01/04/2015;6816;707;1;1;0;1
1;4;02/04/2015;6574;722;1;1;0;1
1;5;03/04/2015;0;0;0;1;b;1
1;6;04/04/2015;6709;796;1;0;0;1
1;7;05/04/2015;0;0;0;0;0;1
1;1;06/04/2015;0;0;0;0;b;1
1;2;07/04/2015;4163;555;1;0;0;1
1;3;08/04/2015;4194;500;1;0;0;1
1;4;09/04/2015;3467;430;1;0;0;1
1;5;10/04/2015;3549;428;1;0;0;1
1;6;11/04/2015;4173;525;1;0;0;0
1;7;12/04/2015;0;0;0;0;0;0
1;1;13/04/2015;5377;574;1;1;0;0
1;2;14/04/2015;4648;535;1;1;0;0
1;3;15/04/2015;4110;501;1;1;0;0
1;4;16/04/2015;4116;480;1;1;0;0
1;5;17/04/2015;4718;511;1;1;0;0
1;6;18/04/2015;4594;544;1;0;0;0
1;7;19/04/2015;0;0;0;0;0;0
1;1;20/04/2015;3722;480;1;0;0;0
1;2;21/04/2015;3037;416;1;0;0;0
1;3;22/04/2015;3319;411;1;0;0;0
1;4;23/04/2015;3076;426;1;0;0;0
1;5;24/04/2015;3198;437;1;0;0;0
1;6;25/04/2015;4318;537;1;0;0;0
1;7;26/04/2015;0;0;0;0;0;0
1;1;27/04/2015;5575;574;1;1;0;0
1;2;28/04/2015;5199;552;1;1;0;0
1;3;29/04/2015;5775;579;1;1;0;0
1;4;30/04/2015;6228;650;1;1;0;0
1;5;01/05/2015;0;0;0;1;a;0
1;6;02/05/2015;5850;653;1;0;0;0
1;7;03/05/2015;0;0;0;0;0;0
1;1;04/05/2015;5591;589;1;1;0;0
1;2;05/05/2015;4564;514;1;1;0;0
1;3;06/05/2015;4960;536;1;1;0;0
1;4;07/05/2015;4529;491;1;1;0;0
1;5;08/05/2015;4683;536;1;1;0;0
1;6;09/05/2015;4945;596;1;0;0;0
1;7;10/05/2015;0;0;0;0;0;0
1;1;11/05/2015;3551;453;1;0;0;0
1;2;12/05/2015;3547;438;1;0;0;0
1;3;13/05/2015;3998;523;1;0;0;0
1;4;14/05/2015;0;0;0;0;a;0
1;5;15/05/2015;4178;523;1;0;0;0
1;6;16/05/2015;4431;505;1;0;0;0
1;7;17/05/2015;0;0;0;0;0;0
1;1;18/05/2015;5280;577;1;1;0;0
1;2;19/05/2015;5235;546;1;1;0;0
1;3;20/05/2015;4735;533;1;1;0;0
1;4;21/05/2015;3755;471;1;1;0;0
1;5;22/05/2015;4459;495;1;1;0;0
1;6;23/05/2015;4276;506;1;0;0;0
1;7;24/05/2015;0;0;0;0;0;0
1;1;25/05/2015;0;0;0;0;a;0
1;2;26/05/2015;4211;479;1;0;0;0
1;3;27/05/2015;4083;497;1;0;0;0
1;4;28/05/2015;4111;474;1;0;0;0
1;5;29/05/2015;4656;537;1;0;0;0
1;6;30/05/2015;5592;580;1;0;0;0
1;7;31/05/2015;0;0;0;0;0;0
1;1;01/06/2015;5774;607;1;1;0;0
1;2;02/06/2015;5450;590;1;1;0;0
1;3;03/06/2015;5809;616;1;1;0;0
1;4;04/06/2015;0;0;0;1;a;0
1;5;05/06/2015;5384;609;1;1;0;0
1;6;06/06/2015;4183;460;1;0;0;0
1;7;07/06/2015;0;0;0;0;0;0
1;1;08/06/2015;4071;502;1;0;0;0
1;2;09/06/2015;4102;485;1;0;0;0
1;3;10/06/2015;3591;453;1;0;0;0
1;4;11/06/2015;3627;442;1;0;0;0
1;5;12/06/2015;3695;422;1;0;0;0
1;6;13/06/2015;4256;502;1;0;0;0
1;7;14/06/2015;0;0;0;0;0;0
1;1;15/06/2015;5518;586;1;1;0;0
1;2;16/06/2015;4852;503;1;1;0;0
1;3;17/06/2015;4000;476;1;1;0;0
1;4;18/06/2015;4645;498;1;1;0;0
1;5;19/06/2015;4202;487;1;1;0;0
1;6;20/06/2015;4097;494;1;0;0;0
1;7;21/06/2015;0;0;0;0;0;0
1;1;22/06/2015;3846;489;1;0;0;0
1;2;23/06/2015;3762;447;1;0;0;0
1;3;24/06/2015;3346;414;1;0;0;0
1;4;25/06/2015;3533;433;1;0;0;0
1;5;26/06/2015;3317;420;1;0;0;0
1;6;27/06/2015;4019;463;1;0;0;0
1;7;28/06/2015;0;0;0;0;0;0
1;1;29/06/2015;5197;541;1;1;0;0
1;2;30/06/2015;5735;568;1;1;0;0
1;3;01/07/2015;5223;562;1;1;0;0
1;4;02/07/2015;5558;573;1;1;0;0
1;5;03/07/2015;4665;538;1;1;0;0
1;6;04/07/2015;4797;560;1;0;0;0
1;7;05/07/2015;0;0;0;0;0;0
1;1;06/07/2015;4359;540;1;0;0;0
1;2;07/07/2015;3650;485;1;0;0;0
1;3;08/07/2015;3797;485;1;0;0;0
1;4;09/07/2015;3897;480;1;0;0;0
1;5;10/07/2015;3808;449;1;0;0;0
1;6;11/07/2015;3530;441;1;0;0;0
1;7;12/07/2015;0;0;0;0;0;0
1;1;13/07/2015;5054;553;1;1;0;0
1;2;14/07/2015;5042;544;1;1;0;0
1;3;15/07/2015;4767;550;1;1;0;0
1;4;16/07/2015;4427;517;1;1;0;0
1;5;17/07/2015;4852;519;1;1;0;0
1;6;18/07/2015;4406;512;1;0;0;0
1;7;19/07/2015;0;0;0;0;0;0
1;1;20/07/2015;4395;526;1;0;0;0
1;2;21/07/2015;3558;469;1;0;0;0
1;3;22/07/2015;3464;463;1;0;0;0
1;4;23/07/2015;3769;503;1;0;0;0
1;5;24/07/2015;3706;459;1;0;0;0
1;6;25/07/2015;4364;500;1;0;0;0
1;7;26/07/2015;0;0;0;0;0;0
1;1;27/07/2015;6102;612;1;1;0;1
1;2;28/07/2015;5011;560;1;1;0;1
1;3;29/07/2015;4782;523;1;1;0;1
1;4;30/07/2015;5020;546;1;1;0;1
1;5;31/07/2015;5263;555;1;1;0;1
